head,lemma,dep,pos,sim,relations
concerner,cuisine,obj,NOUN,0.6019042730331421,[]
cuisine,japonais,amod,ADJ,0.5706702470779419,[]
type,tofu,nmod,NOUN,0.6168277263641357,[]
type,fabriquer,acl,VERB,0.4678861200809479,[]
fabriquer,mélanger,advcl,VERB,0.5318658351898193,[]
mélanger,légume,obj,NOUN,0.7109043002128601,[]
blanc,œuf,nmod,NOUN,0.5384882688522339,"[{""id"": 796769193, ""node1"": 15196, ""node2"": 174124, ""type"": 0, ""w"": 28.0}]"
graine,sésame,nmod,NOUN,0.5712265372276306,"[{""id"": 797533486, ""node1"": 14469, ""node2"": 18404, ""type"": 0, ""w"": 29.0}, {""id"": 246270686, ""node1"": 14469, ""node2"": 18404, ""type"": 8, ""w"": 32.0}]"
avoir,goût,obj,NOUN,0.5262750387191772,[]
faire,plat,nsubj,NOUN,0.6639615893363953,[]
plat,similaire,amod,ADJ,0.5841349363327026,"[{""id"": 541161746, ""node1"": 36327, ""node2"": 60988, ""type"": 17, ""w"": 26.0}]"
tofu,le,appos,DET,0.4288225471973419,[]
